Id,ActivityDate,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Average_TotalSteps,Average_VeryActiveMinutes,Average_FairlyActiveMinutes,Average_LightlyActiveMinutes,Average_SedentaryMinutes,Average_Calories
2347167796,4/7/2016,10320,15,32,315,1002,2338,,,,,,
2347167796,4/8/2016,10209,2,6,316,711,2104,,,,,,
2347167796,4/9/2016,16081,16,32,401,970,2488,,,,,,
2347167796,4/10/2016,10078,12,3,303,463,2164,,,,,,
2347167796,4/11/2016,10001,5,52,196,788,2009,,,,,,
2347167796,4/12/2016,0,0,0,0,425,399,,,,,,
2873212765,4/1/2016,890,0,0,41,1399,1335,,,,,,
2873212765,4/2/2016,2214,0,0,197,1243,1559,,,,,,
2873212765,4/3/2016,7640,3,15,315,1107,1845,,,,,,
2873212765,4/4/2016,9713,6,24,355,1055,2046,,,,,,
2873212765,4/5/2016,8432,0,0,374,1066,1953,,,,,,
2873212765,4/6/2016,7350,0,0,382,1058,1910,,,,,,
2873212765,4/7/2016,9353,5,17,363,1055,2035,,,,,,
2873212765,4/8/2016,7157,0,0,380,1060,1944,,,,,,
2873212765,4/9/2016,14103,46,8,288,1098,2257,,,,,,
2873212765,4/10/2016,5290,1,8,251,1180,1724,,,,,,
2873212765,4/11/2016,7497,0,0,357,882,1741,,,,,,
2873212765,4/12/2016,0,0,0,0,1440,0,,,,,,
2891001357,3/29/2016,0,0,0,0,1440,1920,,,,,,
2891001357,3/30/2016,0,0,0,0,1440,1920,,,,,,
2891001357,3/31/2016,0,0,0,0,1440,1920,,,,,,
2891001357,4/1/2016,0,0,660,0,780,4562,,,,,,
2891001357,4/2/2016,4126,0,0,720,720,2881,,,,,,
2891001357,4/3/2016,0,0,0,0,1440,1920,,,,,,
2891001357,4/4/2016,0,0,0,0,1440,1920,,,,,,
2891001357,4/5/2016,2063,0,0,630,99,1144,,,,,,
3372868164,4/1/2016,5785,0,0,311,1129,1852,,,,,,
3372868164,4/2/2016,7625,24,1,341,1074,2069,,,,,,
3372868164,4/3/2016,4706,0,0,299,1141,1816,,,,,,
3372868164,4/4/2016,5861,20,7,233,1180,1878,,,,,,
3372868164,4/5/2016,4460,0,0,248,1192,1787,,,,,,
3372868164,4/6/2016,6406,17,4,325,1094,2010,,,,,,
3372868164,4/7/2016,7392,14,9,332,1085,2038,,,,,,
3372868164,4/8/2016,5551,0,0,282,1158,1815,,,,,,
3372868164,4/9/2016,8827,21,10,346,1063,2062,,,,,,
3372868164,4/10/2016,4662,22,4,152,735,1276,,,,,,
3977333714,4/1/2016,4499,0,0,168,842,1288,,,,,,
3977333714,4/2/2016,7618,0,6,302,842,1490,,,,,,
3977333714,4/3/2016,11508,29,22,282,748,1630,,,,,,
3977333714,4/4/2016,11943,16,43,297,710,1648,,,,,,
3977333714,4/5/2016,12303,26,32,291,605,1649,,,,,,
3977333714,4/6/2016,15425,24,45,331,614,1783,,,,,,
3977333714,4/7/2016,8422,0,81,139,815,1431,,,,,,
3977333714,4/8/2016,10226,0,101,174,685,1524,,,,,,
3977333714,4/9/2016,14583,35,36,254,697,1697,,,,,,
3977333714,4/10/2016,3573,15,8,99,866,1232,,,,,,
3977333714,4/11/2016,3108,1,1,129,894,1223,,,,,,
3977333714,4/12/2016,759,0,0,17,187,182,,,,,,
4020332650,3/12/2016,5543,0,0,254,757,2990,,,,,,
4020332650,3/13/2016,3226,0,0,136,771,2480,,,,,,
4020332650,3/14/2016,3023,0,0,145,1005,2570,,,,,,
4020332650,3/15/2016,5906,0,10,215,874,3016,,,,,,
4020332650,3/16/2016,12483,25,14,309,599,3830,,,,,,
4020332650,3/17/2016,8940,0,0,47,986,3706,,,,,,
4020332650,3/18/2016,368,0,0,0,1440,2024,,,,,,
4020332650,3/19/2016,5702,0,0,0,1440,2980,,,,,,
4020332650,3/20/2016,10330,0,0,0,1440,3728,,,,,,
4020332650,3/21/2016,8778,0,0,0,1440,3348,,,,,,
4020332650,3/22/2016,6662,0,0,0,1440,3162,,,,,,
4020332650,3/23/2016,6309,0,0,0,1440,3140,,,,,,
4020332650,3/24/2016,1951,0,0,0,1440,1980,,,,,,
4020332650,3/25/2016,5563,0,0,0,1440,3681,,,,,,
4020332650,3/26/2016,4370,0,0,0,1440,3444,,,,,,
4020332650,3/27/2016,7144,0,0,0,1440,3510,,,,,,
4020332650,3/28/2016,2106,31,45,75,1289,4010,,,,,,
4020332650,3/29/2016,4152,0,0,187,1253,2976,,,,,,
4020332650,3/30/2016,5400,0,0,258,795,3418,,,,,,
4020332650,3/31/2016,7428,18,33,261,860,3439,,,,,,
4020332650,4/1/2016,5351,15,17,210,748,3338,,,,,,
4020332650,4/2/2016,4299,3,15,162,752,2892,,,,,,
4020332650,4/3/2016,6107,0,0,265,776,3313,,,,,,
4020332650,4/4/2016,6429,0,28,193,741,3118,,,,,,
4020332650,4/5/2016,6880,7,19,165,1249,2966,,,,,,
4020332650,4/6/2016,7476,0,0,263,920,3253,,,,,,
4020332650,4/7/2016,6581,0,8,241,1191,3032,,,,,,
4020332650,4/8/2016,10480,6,37,272,1125,4034,,,,,,
4020332650,4/9/2016,7734,20,12,223,1185,3264,,,,,,
4020332650,4/10/2016,5129,5,7,176,1178,2817,,,,,,
4020332650,4/11/2016,2993,0,0,114,888,2507,,,,,,
4020332650,4/12/2016,8,0,0,1,321,446,,,,,,
4057192912,3/12/2016,0,0,0,0,1440,1777,,,,,,
4057192912,3/13/2016,0,0,0,0,1440,1777,,,,,,
4057192912,3/14/2016,8433,30,7,135,1268,2453,,,,,,
4057192912,3/15/2016,0,0,0,0,1440,1776,,,,,,
4057192912,3/16/2016,2139,0,28,15,1397,1935,,,,,,
4057192912,3/17/2016,0,0,0,0,1440,1776,,,,,,
4057192912,3/18/2016,949,0,0,34,1406,1870,,,,,,
4057192912,3/19/2016,0,0,0,0,1440,1777,,,,,,
4057192912,3/20/2016,44,0,0,2,1438,1782,,,,,,
4057192912,3/21/2016,2660,0,0,46,1394,1978,,,,,,
4057192912,3/22/2016,5561,0,0,169,1271,2296,,,,,,
4057192912,3/23/2016,7239,7,7,190,1236,2484,,,,,,
4057192912,3/24/2016,7,0,0,1,1439,1787,,,,,,
4057192912,3/25/2016,0,0,0,0,1440,1776,,,,,,
4057192912,3/26/2016,0,0,0,0,1440,1776,,,,,,
4057192912,3/27/2016,2275,0,0,86,1354,2005,,,,,,
4057192912,3/28/2016,8,0,0,1,1439,1778,,,,,,
4057192912,3/29/2016,5137,0,0,160,1280,2293,,,,,,
4057192912,3/30/2016,5419,0,0,145,1295,2259,,,,,,
4057192912,3/31/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/1/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/2/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/3/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/4/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/5/2016,0,0,0,0,1440,1776,,,,,,
4057192912,4/6/2016,18,0,0,2,1438,1780,,,,,,
4057192912,4/7/2016,4,0,0,1,1439,1778,,,,,,
4057192912,4/8/2016,8426,2,120,25,1293,2360,,,,,,
4057192912,4/9/2016,1650,0,0,60,1380,1952,,,,,,
4057192912,4/10/2016,3434,1,7,108,1324,2101,,,,,,
4057192912,4/11/2016,6801,0,0,193,1247,2393,,,,,,
4057192912,4/12/2016,187,0,0,11,400,538,,,,,,
4319703577,3/29/2016,5643,3,8,199,683,1958,,,,,,
4319703577,3/30/2016,9043,4,12,244,702,2141,,,,,,
4319703577,3/31/2016,8144,4,17,247,1125,2129,,,,,,
4319703577,4/1/2016,9343,14,20,268,654,2216,,,,,,
4319703577,4/2/2016,8405,15,4,257,621,2154,,,,,,
4319703577,4/3/2016,8223,12,37,257,551,2178,,,,,,
4319703577,4/4/2016,10067,5,39,313,578,2308,,,,,,
4319703577,4/5/2016,8359,3,14,311,638,2201,,,,,,
4319703577,4/6/2016,10946,8,51,308,569,2341,,,,,,
4319703577,4/7/2016,9130,7,11,304,668,2236,,,,,,
4319703577,4/8/2016,6544,4,6,276,1132,2069,,,,,,
4319703577,4/9/2016,0,0,0,0,1440,0,,,,,,
4388161847,3/29/2016,0,0,0,0,1440,1878,,,,,,
4388161847,3/30/2016,0,0,0,0,1440,1878,,,,,,
4388161847,3/31/2016,0,0,0,0,1440,1878,,,,,,
4388161847,4/1/2016,0,0,0,0,1440,1878,,,,,,
4388161847,4/2/2016,0,0,0,0,1440,1878,,,,,,
4388161847,4/3/2016,0,0,0,0,1440,1878,,,,,,
4388161847,4/4/2016,0,0,0,0,1440,1878,,,,,,
4388161847,4/5/2016,0,0,0,0,994,1296,,,,,,
4445114986,3/29/2016,2303,0,0,155,807,2010,,,,,,
4445114986,3/30/2016,2600,0,0,163,1277,2032,,,,,,
4445114986,3/31/2016,4804,0,0,238,786,2227,,,,,,
4445114986,4/1/2016,3271,0,0,205,898,2133,,,,,,
4445114986,4/2/2016,5406,0,0,273,672,2317,,,,,,
4445114986,4/3/2016,3146,0,0,171,1269,2058,,,,,,
4445114986,4/4/2016,2422,0,0,110,1330,1935,,,,,,
4445114986,4/5/2016,4239,1,6,235,702,2217,,,,,,
4445114986,4/6/2016,6911,28,2,215,745,2374,,,,,,
4445114986,4/7/2016,6667,24,1,208,939,2335,,,,,,
4445114986,4/8/2016,5543,0,0,266,941,2303,,,,,,
4445114986,4/9/2016,4195,0,0,239,758,2210,,,,,,
4445114986,4/10/2016,6625,0,0,316,755,2424,,,,,,
4445114986,4/11/2016,5986,23,5,195,789,2297,,,,,,
4445114986,4/12/2016,278,0,0,20,253,745,,,,,,
4558609924,4/1/2016,5336,0,0,258,1182,1902,,,,,,
4558609924,4/2/2016,3183,0,0,173,1180,1680,,,,,,
4558609924,4/3/2016,6176,1,7,269,886,1901,,,,,,
4558609924,4/4/2016,8205,0,0,367,1073,2078,,,,,,
4558609924,4/5/2016,6799,24,14,185,1217,1876,,,,,,
4558609924,4/6/2016,5668,0,0,259,1181,1853,,,,,,
4558609924,4/7/2016,7998,27,12,296,1105,2235,,,,,,
4558609924,4/8/2016,4195,0,0,241,1199,1778,,,,,,
4558609924,4/9/2016,5512,0,0,276,1164,1882,,,,,,
4558609924,4/10/2016,6263,0,0,290,1150,1906,,,,,,
4558609924,4/11/2016,8828,0,0,308,1132,2149,,,,,,
4558609924,4/12/2016,1260,0,0,76,555,722,,,,,,
4702921684,3/29/2016,6506,4,5,241,760,2886,,,,,,
4702921684,3/30/2016,7583,3,13,227,742,2915,,,,,,
4702921684,3/31/2016,6963,0,0,256,759,2895,,,,,,
4702921684,4/1/2016,7165,0,9,248,708,2923,,,,,,
4702921684,4/2/2016,10328,0,32,367,475,3323,,,,,,
4702921684,4/3/2016,12116,3,57,323,471,3357,,,,,,
4702921684,4/4/2016,7810,6,27,216,746,2931,,,,,,
4702921684,4/5/2016,6670,15,16,199,770,2848,,,,,,
4702921684,4/6/2016,7605,4,4,248,708,2943,,,,,,
4702921684,4/7/2016,6585,0,0,210,770,2822,,,,,,
4702921684,4/8/2016,8184,0,15,247,808,2981,,,,,,
4702921684,4/9/2016,14002,8,56,381,407,3597,,,,,,
4702921684,4/10/2016,11135,1,25,331,528,3224,,,,,,
4702921684,4/11/2016,6499,0,0,207,809,2677,,,,,,
4702921684,4/12/2016,0,0,0,0,1440,0,,,,,,
5553957443,4/1/2016,12409,51,12,235,782,2142,,,,,,
5553957443,4/2/2016,2937,0,0,181,356,1615,,,,,,
5553957443,4/3/2016,1515,0,0,93,507,1481,,,,,,
5553957443,4/4/2016,8921,27,8,198,754,1892,,,,,,
5553957443,4/5/2016,11306,40,26,218,772,2086,,,,,,
5553957443,4/6/2016,12252,33,28,229,745,2044,,,,,,
5553957443,4/7/2016,15444,51,39,243,731,2249,,,,,,
5553957443,4/8/2016,9938,38,24,193,767,2019,,,,,,
5553957443,4/9/2016,4599,0,0,176,578,1692,,,,,,
5553957443,4/10/2016,5594,4,25,150,552,1712,,,,,,
5553957443,4/11/2016,11906,32,27,234,688,2065,,,,,,
5553957443,4/12/2016,3436,7,11,50,61,633,,,,,,
5577150313,4/1/2016,10461,99,31,142,721,3625,,,,,,
5577150313,4/2/2016,14873,202,36,153,663,4430,,,,,,
5577150313,4/3/2016,9917,58,27,240,700,3427,,,,,,
5577150313,4/4/2016,7401,70,19,204,689,3492,,,,,,
5577150313,4/5/2016,8964,107,18,145,756,3597,,,,,,
5577150313,4/6/2016,11080,83,52,190,695,3765,,,,,,
5577150313,4/7/2016,4499,31,11,146,756,2775,,,,,,
5577150313,4/8/2016,4363,8,2,156,813,2486,,,,,,
5577150313,4/9/2016,10494,123,62,138,601,3817,,,,,,
5577150313,4/10/2016,9776,80,35,162,721,3378,,,,,,
5577150313,4/11/2016,2862,39,17,54,209,1511,,,,,,
6117666160,4/1/2016,7444,0,0,286,568,2210,,,,,,
6117666160,4/2/2016,19658,3,30,475,466,2884,,,,,,
6117666160,4/3/2016,0,0,0,0,1440,1496,,,,,,
6117666160,4/4/2016,8468,2,11,279,1148,2262,,,,,,
6117666160,4/5/2016,9910,0,0,384,990,2445,,,,,,
6117666160,4/6/2016,12409,0,0,491,388,2694,,,,,,
6117666160,4/7/2016,4853,0,0,156,770,1903,,,,,,
6117666160,4/8/2016,8955,0,0,422,1018,2482,,,,,,
6117666160,4/9/2016,10789,0,0,506,413,2617,,,,,,
6117666160,4/10/2016,0,0,0,0,1440,0,,,,,,
6290855005,4/1/2016,6633,0,0,280,1160,2778,,,,,,
6290855005,4/2/2016,9548,25,107,113,1195,3119,,,,,,
6290855005,4/3/2016,0,33,0,0,1407,2664,,,,,,
6290855005,4/4/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/5/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/6/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/7/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/8/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/9/2016,0,0,0,0,1440,2060,,,,,,
6290855005,4/10/2016,0,20,0,0,494,735,,,,,,
6391747486,4/1/2016,0,0,0,0,1440,1820,,,,,,
6391747486,4/2/2016,2101,46,0,0,1394,2224,,,,,,
6391747486,4/3/2016,0,0,0,0,1440,1820,,,,,,
6391747486,4/4/2016,0,0,0,0,1440,1820,,,,,,
6391747486,4/5/2016,9766,0,6,301,1133,2442,,,,,,
6391747486,4/6/2016,165,0,0,8,1432,1849,,,,,,
6391747486,4/7/2016,0,0,0,0,1440,1822,,,,,,
6391747486,4/8/2016,0,0,0,0,1440,1820,,,,,,
6391747486,4/9/2016,0,0,0,0,198,251,,,,,,
6775888955,4/1/2016,7225,25,50,163,1189,3065,,,,,,
6775888955,4/2/2016,1988,0,0,79,909,2207,,,,,,
6775888955,4/3/2016,1577,1,17,8,1414,1977,,,,,,
6775888955,4/4/2016,0,0,0,0,1440,1841,,,,,,
6775888955,4/5/2016,9348,56,133,240,1011,4286,,,,,,
6775888955,4/6/2016,11761,24,99,300,550,3920,,,,,,
6775888955,4/7/2016,13987,46,114,250,739,3856,,,,,,
6775888955,4/8/2016,4131,27,30,75,1308,2584,,,,,,
6775888955,4/9/2016,14,0,0,1,601,787,,,,,,
6962181067,3/30/2016,15491,18,77,272,641,2244,,,,,,
6962181067,3/31/2016,14097,50,32,234,595,2188,,,,,,
6962181067,4/1/2016,10467,9,45,252,602,2014,,,,,,
6962181067,4/2/2016,12437,50,24,219,732,2115,,,,,,
6962181067,4/3/2016,12307,14,51,218,589,2055,,,,,,
6962181067,4/4/2016,18952,73,20,327,570,2437,,,,,,
6962181067,4/5/2016,12010,38,17,287,692,2158,,,,,,
6962181067,4/6/2016,12480,55,14,276,593,2170,,,,,,
6962181067,4/7/2016,13417,45,16,284,665,2244,,,,,,
6962181067,4/8/2016,14400,27,37,276,697,2188,,,,,,
6962181067,4/9/2016,12495,33,19,324,609,2231,,,,,,
6962181067,4/10/2016,10148,19,7,306,679,2100,,,,,,
6962181067,4/11/2016,12362,21,38,297,678,2188,,,,,,
6962181067,4/12/2016,5893,43,9,48,146,917,,,,,,
7007744171,4/1/2016,11680,50,7,244,1139,2573,,,,,,
7007744171,4/2/2016,10976,9,16,271,1075,2575,,,,,,
7007744171,4/3/2016,16806,104,31,230,1002,3086,,,,,,
7007744171,4/4/2016,15266,70,21,292,1057,2886,,,,,,
7007744171,4/5/2016,12084,50,6,284,1030,2676,,,,,,
7007744171,4/6/2016,13513,64,8,270,1098,2811,,,,,,
7007744171,4/7/2016,14100,61,33,265,1015,2840,,,,,,
7007744171,4/8/2016,12627,54,22,301,1063,2871,,,,,,
7007744171,4/9/2016,10345,2,6,358,1074,2613,,,,,,
7007744171,4/10/2016,10146,1,12,397,1030,2700,,,,,,
7007744171,4/11/2016,12168,18,27,375,1020,2871,,,,,,
7007744171,4/12/2016,7413,53,6,43,405,1023,,,,,,
7086361926,4/1/2016,11463,38,30,154,777,2496,,,,,,
7086361926,4/2/2016,87,0,0,2,872,1641,,,,,,
7086361926,4/3/2016,1949,3,6,27,1404,1794,,,,,,
7086361926,4/4/2016,6101,31,24,138,1247,2421,,,,,,
7086361926,4/5/2016,7478,25,33,132,1159,2439,,,,,,
7086361926,4/6/2016,7352,19,14,124,814,2233,,,,,,
7086361926,4/7/2016,14604,76,30,127,695,2862,,,,,,
7086361926,4/8/2016,9634,50,48,140,797,2752,,,,,,
7086361926,4/9/2016,7338,27,5,204,717,2519,,,,,,
7086361926,4/10/2016,569,0,0,27,1368,1799,,,,,,
7086361926,4/11/2016,6242,46,22,126,741,2543,,,,,,
7086361926,4/12/2016,430,0,0,14,75,625,,,,,,
8053475328,4/2/2016,20188,124,19,172,1125,3377,,,,,,
8053475328,4/3/2016,25701,165,36,97,1142,3697,,,,,,
8053475328,4/4/2016,17395,100,4,213,1123,3209,,,,,,
8053475328,4/5/2016,17167,98,8,184,1150,3167,,,,,,
8053475328,4/6/2016,16435,100,14,191,1135,3122,,,,,,
8053475328,4/7/2016,17078,101,6,190,1143,3176,,,,,,
8053475328,4/8/2016,11693,60,6,153,1221,2790,,,,,,
8053475328,4/9/2016,11159,59,6,120,1255,2715,,,,,,
8053475328,4/10/2016,10118,30,18,207,1185,2684,,,,,,
8053475328,4/11/2016,16064,96,8,155,1181,3097,,,,,,
8053475328,4/12/2016,290,0,0,16,599,791,,,,,,
8253242879,4/1/2016,0,0,0,0,1440,1429,,,,,,
8253242879,4/2/2016,0,0,0,0,1440,1429,,,,,,
8253242879,4/3/2016,0,0,0,0,1440,1429,,,,,,
8253242879,4/4/2016,0,0,0,0,1440,1429,,,,,,
8253242879,4/5/2016,0,0,0,0,1440,1429,,,,,,
8253242879,4/6/2016,1931,0,0,94,1346,1607,,,,,,
8253242879,4/7/2016,5181,15,15,107,1303,1776,,,,,,
8253242879,4/8/2016,12026,47,13,150,1230,2162,,,,,,
8253242879,4/9/2016,5360,8,28,148,1256,1832,,,,,,
8253242879,4/10/2016,2545,0,0,126,1314,1657,,,,,,
8253242879,4/11/2016,1636,0,0,86,1139,1377,,,,,,
8253242879,4/12/2016,0,0,0,0,1440,0,,,,,,
8378563200,4/1/2016,14179,73,21,195,719,3669,,,,,,
8378563200,4/2/2016,3358,0,0,144,657,2702,,,,,,
8378563200,4/3/2016,9152,25,13,243,600,3304,,,,,,
8378563200,4/4/2016,13935,105,16,220,658,4234,,,,,,
8378563200,4/5/2016,12846,113,15,189,686,4128,,,,,,
8378563200,4/6/2016,9124,55,6,230,728,3798,,,,,,
8378563200,4/7/2016,9725,83,11,181,670,3839,,,,,,
8378563200,4/8/2016,8350,72,10,167,868,3713,,,,,,
8378563200,4/9/2016,2240,0,0,110,843,2606,,,,,,
8378563200,4/10/2016,2631,0,0,117,727,2624,,,,,,
8378563200,4/11/2016,8837,74,17,182,811,3775,,,,,,
